PLAYER_ID,PLAYER_NAME,POSITION,TEAM,AGE,GAMES,GAMES_STARTED,MIN_TOTAL,PTS,REB,AST,STL,BLK,TOV,PF,FG_PCT,FG3_PCT,FT_PCT,USAGE_RATE,DWS,OWS,WS,WS_48,PER,TS_PCT,BPM,OBPM,DBPM,PLUS_MINUS,WIN_PCT,NET_RATING
315,Taylor Hendricks,PF,2TM,22,36,6,559,5.3,3.2,0.8,0.5,0.2,0.6,1.3,0.438,0.329,0.667,14.3,0.2,0.2,0.4,0.032,10.2,0.551,-4.1,-2.2,-1.9,-2.2919,0.4385,-6.1499999999999995
316,Tyrese Proctor,PG,CLE,21,38,1,399,4.9,1.1,1.4,0.4,0,0.6,1.1,0.389,0.347,0.852,21,0.3,0.1,0.4,0.053,10.7,0.525,-3.4,-2.7,-0.7,-1.3566,0.449,-5.1
317,Steven Adams,C,HOU,32,32,11,730,5.8,8.6,1.5,0.7,0.6,1.1,1.7,0.504,NA,0.58,12,1,1.1,2.1,0.14,15.9,0.535,-0.5,-0.1,-0.4,-0.365,0.4925,-0.75
318,Hugo González,SF,BOS,19,48,2,736,3.9,3.4,0.6,0.6,0.3,0.6,1.8,0.463,0.329,0.476,11.7,1,0.2,1.2,0.078,9.3,0.54,-2.6,-3.7,1.1,-1.9136,0.461,-3.9000000000000004
319,Jalen Wilson,PF,BRK,25,34,0,497,5.4,1.6,0.6,0.4,0.1,0.6,1.3,0.374,0.354,0.761,17,0.2,-0.1,0.1,0.01,7.7,0.528,-5.8,-4,-1.9,-2.8826,0.41300000000000003,-8.7
320,Noah Penda,SF,ORL,21,37,2,516,5,3.8,1.2,0.6,0.4,0.9,1.4,0.435,0.385,0.641,16.6,0.7,0.2,0.9,0.085,13.3,0.538,-1,-1.2,0.2,-0.516,0.485,-1.5
321,Mitchell Robinson,C,NYK,27,38,14,751,4.8,8.9,1,0.8,1.1,0.6,2.4,0.69,NA,0.381,9.5,1.4,2.1,3.4,0.22,19.5,0.64,2.4,1.5,0.9,1.8024,0.536,3.5999999999999996
322,Adem Bona,C,PHI,22,44,3,713,4.1,3.9,0.2,0.3,1.3,0.7,2.1,0.583,0.4,0.667,10.6,0.9,0.7,1.6,0.105,12.1,0.626,-3.1,-3.6,0.4,-2.2103,0.4535,-4.65
323,Ochai Agbaji,SG,TOR,25,42,13,650,4.3,2.3,0.7,0.4,0.3,0.5,1.8,0.424,0.185,0.862,13.2,0.7,0,0.6,0.047,7.5,0.495,-4.9,-4.8,-0.1,-3.1850000000000005,0.4265,-7.3500000000000005
324,Jamaree Bouyea,PG,PHO,26,27,0,411,6.7,1.9,1.7,0.7,0.4,0.6,0.8,0.517,0.34,0.7,17.5,0.5,0.6,1.1,0.126,15.6,0.588,1.8,0.6,1.2,0.7398,0.527,2.7
325,Johnny Furphy,SG,IND,21,35,21,643,5.1,4.4,1.2,0.6,0.2,0.8,1.9,0.47,0.324,0.486,12.7,0.6,0,0.6,0.044,9.3,0.547,-3.7,-3.9,0.2,-2.3791,0.4445,-5.550000000000001
326,Baylor Scheierman,SG,BOS,25,48,7,682,3.7,2.8,1,0.6,0.1,0.4,1.4,0.443,0.394,0.857,10.6,0.9,0.8,1.7,0.117,10.5,0.606,-0.3,-2,1.7,-0.2046,0.4955,-0.44999999999999996
327,Christian Braun,SG,DEN,24,18,18,537,9.7,4.2,2.6,0.6,0.4,1.1,2.2,0.465,0.25,0.762,14.7,0.2,0.5,0.7,0.06,10.5,0.545,-3.3,-1.7,-1.6,-1.7721,0.4505,-4.949999999999999
328,Olivier-Maxence Prosper,PF,MEM,23,28,1,375,6.1,2.8,0.7,0.3,0.1,0.7,0.8,0.47,0.404,0.87,17.4,0.3,0.5,0.8,0.098,13.5,0.623,-2.4,-0.7,-1.8,-0.8999999999999999,0.464,-3.5999999999999996
329,Clint Capela,C,HOU,31,46,1,540,3.7,4.5,0.6,0.5,0.7,0.4,0.8,0.528,NA,0.556,13.7,1,0.9,1.9,0.172,19.1,0.539,0.8,0.3,0.5,0.43200000000000005,0.512,1.2000000000000002
330,Branden Carlson,C,OKC,26,34,2,373,4.9,2.6,0.6,0.2,0.5,0.4,0.9,0.523,0.356,0.529,17.3,0.7,0.5,1.2,0.151,15.5,0.604,-0.1,-0.4,0.3,-0.0373,0.4985,-0.15000000000000002
331,Jabari Walker,PF,PHI,23,45,6,543,3.7,3.1,0.5,0.4,0.2,0.4,1.6,0.403,0.27,0.727,14.1,0.6,0.3,0.9,0.078,10.3,0.505,-4.2,-3.6,-0.6,-2.2806,0.437,-6.300000000000001
332,Zeke Nnaji,PF,DEN,25,39,2,500,4.2,2.8,0.5,0.3,0.5,0.5,1.3,0.488,0.275,0.825,14.2,0.5,0.4,0.8,0.08,11.7,0.583,-3.4,-2.9,-0.5,-1.7,0.449,-5.1
333,Drew Eubanks,C,SAC,28,32,11,430,5.1,2.6,0.3,0.4,0.6,0.8,1.3,0.605,0.2,0.558,15.7,0.2,0.1,0.3,0.037,12.3,0.613,-4.2,-3.4,-0.8,-1.806,0.437,-6.300000000000001
334,Kyle Anderson,SF,2TM,32,22,2,454,7.3,3.5,2.9,1.2,0.6,1,2.3,0.546,0.6,0.651,14.6,0.3,0.5,0.8,0.084,14.2,0.584,-0.5,-1.3,0.8,-0.227,0.4925,-0.75
335,Lonzo Ball,PG,CLE,28,35,3,728,4.6,4,3.9,1.3,0.3,1.5,1.3,0.301,0.272,0.667,13.5,1.1,-0.4,0.7,0.043,9.5,0.432,-1.1,-3,1.9,-0.8008000000000001,0.4835,-1.6500000000000001
336,Trayce Jackson-Davis,C,2TM,25,37,1,427,4.3,3.3,0.9,0.4,0.5,0.5,1.1,0.585,1,0.565,15,0.6,0.8,1.4,0.16,16.9,0.6,0.1,-0.5,0.6,0.0427,0.5015,0.15000000000000002
337,Caleb Martin,SF,DAL,30,46,10,644,3.4,2.5,1.6,0.7,0.2,0.7,1.4,0.445,0.368,0.629,11.9,0.8,0,0.8,0.063,9.5,0.518,-1.9,-4,2.2,-1.2236,0.47150000000000003,-2.8499999999999996
338,Jordan Hawkins,SG,NOP,23,36,0,498,4.3,1.7,0.8,0.2,0.2,0.6,0.6,0.326,0.313,0.778,17,0.1,-0.7,-0.6,-0.059,5.4,0.434,-7.4,-4.3,-3.1,-3.6852,0.389,-11.100000000000001
339,Jett Howard,SF,ORL,22,33,0,342,4.7,1.3,0.8,0.2,0.1,0.2,0.9,0.39,0.337,0.913,18.9,0.2,0.3,0.6,0.079,11.5,0.534,-2.3,-0.9,-1.4,-0.7866,0.4655,-3.4499999999999997
340,Keaton Wallace,PG,ATL,26,40,2,446,3.9,1.2,2,0.5,0.1,0.6,1,0.419,0.405,0.545,15.3,0.4,0.2,0.6,0.07,11.3,0.547,-1.9,-2.1,0.3,-0.8473999999999999,0.47150000000000003,-2.8499999999999996
341,Kasparas Jakučionis,PG,MIA,19,28,8,468,5.4,2.4,2.4,0.7,0.1,0.9,2,0.397,0.468,0.87,13.6,0.5,0.5,1,0.1,10.6,0.58,-0.9,-1.9,1,-0.4212,0.4865,-1.35
342,Tony Bradley,C,IND,28,38,3,416,4,2.8,0.5,0.2,0.2,0.4,1.6,0.557,0.5,0.744,14.4,0.2,0.7,0.9,0.109,13.2,0.604,-3.9,-2.4,-1.5,-1.6223999999999998,0.4415,-5.85
343,Dylan Cardwell,C,SAC,24,28,1,589,5.4,7.6,1.2,0.8,1.7,0.8,3.7,0.607,0,0.556,10.5,0.7,1,1.6,0.133,15.9,0.611,-1.5,-2.6,1.1,-0.8835,0.4775,-2.25
344,Zach Edey,C,MEM,23,11,11,284,13.6,11.1,1.1,0.6,1.9,2.4,3.4,0.633,0.2,0.781,20.1,0.5,0.4,0.9,0.15,20.7,0.669,0.8,-0.5,1.3,0.22719999999999999,0.512,1.2000000000000002
345,Tyus Jones,PG,2TM,29,50,9,786,3,1.1,2.5,0.7,0.1,0.3,0.5,0.343,0.28,1,9.8,0.7,0.3,1,0.061,8.6,0.445,-2,-2.9,0.9,-1.572,0.47,-3
346,Micah Potter,C,IND,27,21,3,381,7,4,1.5,0.3,0.2,0.8,1.7,0.441,0.371,0.912,14.8,0.3,0.5,0.8,0.103,12.7,0.628,-1.2,-0.8,-0.4,-0.4572,0.482,-1.7999999999999998
347,Nick Smith Jr.,SG,LAL,21,25,1,318,5.8,0.8,1.1,0.4,0.1,0.8,1,0.421,0.391,0.636,21.4,0.1,-0.2,-0.1,-0.009,9.2,0.53,-5.2,-2.8,-2.4,-1.6536000000000002,0.422,-7.800000000000001
348,Guerschon Yabusele,C,2TM,30,44,2,448,3.2,2.3,0.5,0.2,0.2,0.4,1,0.396,0.322,0.667,14.9,0.5,0,0.5,0.051,9,0.51,-3.8,-2.9,-0.8,-1.7024,0.443,-5.699999999999999
349,Josh Green,SG,CHO,25,30,0,481,4.7,2,1,0.6,0.1,0.6,1.1,0.461,0.432,0.875,11.2,0.4,0.6,1,0.101,10.6,0.642,-0.4,-1,0.6,-0.19240000000000002,0.494,-0.6000000000000001
350,Gabe Vincent,PG,2TM,29,30,7,578,4.7,0.9,1.4,0.6,0,0.4,1.8,0.338,0.355,0.909,11.5,0.2,0.1,0.2,0.021,5.6,0.497,-4.9,-3.9,-0.9,-2.8322,0.4265,-7.3500000000000005
351,Carter Bryant,PF,SAS,20,42,0,389,3.3,1.9,0.3,0.2,0.2,0.3,0.9,0.37,0.32,0.667,17.2,0.5,-0.3,0.3,0.035,8.2,0.473,-5,-4.2,-0.8,-1.945,0.425,-7.5
352,Rob Dillingham,PG,2TM,21,37,0,370,3.7,1.4,1.7,0.6,0.1,1.1,1.1,0.342,0.351,0.773,23.6,0.5,-1,-0.5,-0.068,6.6,0.411,-7.9,-7.5,-0.4,-2.923,0.3815,-11.850000000000001
353,Rayan Rupert,SG,POR,21,46,0,552,2.9,1.8,0.7,0.6,0,0.5,1.3,0.364,0.319,0.643,12.5,0.5,-0.3,0.2,0.014,6.2,0.455,-4.7,-5.4,0.7,-2.5944000000000003,0.4295,-7.050000000000001
354,Bogdan Bogdanović,SG,LAC,33,17,3,372,7.6,2.8,2.6,0.5,0.1,1.3,2.4,0.372,0.324,0.842,18.1,0.2,-0.2,0,0.004,7.8,0.502,-4.3,-3.2,-1.1,-1.5996,0.4355,-6.449999999999999
355,Cam Christie,SG,LAC,20,38,0,379,3.4,1.6,0.6,0.3,0.1,0.4,0.4,0.398,0.286,0.762,16.7,0.2,0,0.2,0.028,9.7,0.514,-4.3,-3,-1.3,-1.6297,0.4355,-6.449999999999999
356,Malaki Branham,SG,WAS,22,28,0,275,4.6,1.6,0.8,0.4,0.1,0.5,0.8,0.473,0.378,0.824,18.4,0.1,0.3,0.4,0.071,14.1,0.604,-2.4,-0.9,-1.5,-0.66,0.464,-3.5999999999999996
357,Yanic Konan Niederhäuser,C,LAC,22,33,0,296,3.8,2.3,0.3,0.1,0.5,0.6,1.4,0.686,0,0.674,16.2,0.3,0.5,0.8,0.128,15.7,0.703,-3.5,-3,-0.5,-1.036,0.4475,-5.25
358,Jevon Carter,PG,2TM,30,24,0,258,5.2,1.1,0.8,0.5,0.1,0.5,0.8,0.387,0.4,1,19.8,0.2,0.1,0.2,0.045,11.9,0.562,-1.6,-1.1,-0.6,-0.41280000000000006,0.476,-2.4000000000000004
359,Jonathan Isaac,PF,ORL,28,44,0,439,2.8,2.5,0.4,0.4,0.6,0.4,0.8,0.436,0.194,0.64,12.7,0.7,0.1,0.8,0.087,11.9,0.522,-1.6,-2.7,1.2,-0.7024,0.476,-2.4000000000000004
360,Jamison Battle,SF,TOR,24,38,2,326,3.2,1.4,0.4,0.1,0.1,0.4,0.8,0.505,0.415,0.667,14.2,0.3,0.2,0.5,0.077,10.2,0.632,-3,-2.1,-0.9,-0.978,0.455,-4.5
361,Javon Small,PG,MEM,23,20,0,297,6,2.2,3.2,0.4,0.2,1.1,1.3,0.39,0.36,0.8,19.2,0.2,0.2,0.4,0.063,12.2,0.517,-2.3,-0.8,-1.5,-0.6830999999999999,0.4655,-3.4499999999999997
362,Jericho Sims,C,MIL,27,37,5,557,3.2,4.1,0.8,0.2,0.2,0.9,1.7,0.806,NA,0.556,8.6,0.4,0.6,1,0.086,10.2,0.788,-4.3,-3.7,-0.6,-2.3951000000000002,0.4355,-6.449999999999999
363,Dalen Terry,SG,CHI,23,34,0,377,3.5,1.9,1.3,0.6,0.3,0.6,1,0.441,0.413,0.529,14.6,0.4,0.1,0.5,0.059,11.7,0.539,-1.4,-2.4,1,-0.5277999999999999,0.479,-2.0999999999999996
364,Jamir Watkins,SG,WAS,24,26,3,463,4.5,3.6,0.8,0.8,0.5,0.6,2.4,0.394,0.232,0.742,12,0.3,0,0.3,0.03,8.8,0.502,-5.4,-5.2,-0.2,-2.5002000000000004,0.419,-8.100000000000001
365,Nick Richards,C,2TM,28,30,2,299,3.9,3.5,0.3,0.2,0.6,1,1.5,0.512,0.5,0.692,18.6,0.5,-0.1,0.4,0.059,12.8,0.562,-5.9,-5.3,-0.7,-1.7641,0.4115,-8.850000000000001
366,Liam McNeeley,SF,CHO,20,28,0,342,4.1,2.1,0.8,0.2,0.1,0.4,1.3,0.386,0.379,0.806,14,0.3,0.3,0.6,0.084,9.4,0.566,-2.3,-2,-0.4,-0.7866,0.4655,-3.4499999999999997
367,Jeremy Sochan,PF,SAS,22,28,0,358,4.1,2.6,1,0.4,0.2,0.6,1.8,0.475,0.257,0.688,14.6,0.5,0.1,0.6,0.08,9.8,0.538,-3.3,-3.6,0.3,-1.1813999999999998,0.4505,-4.949999999999999
368,Dwight Powell,C,DAL,34,39,7,538,2.9,3.6,1,0.5,0.3,0.5,1.9,0.621,0,0.645,8.2,0.7,0.8,1.5,0.136,11.7,0.657,-1.3,-3.2,1.9,-0.6994,0.4805,-1.9500000000000002
369,Moussa Cisse,C,DAL,23,30,1,359,3.7,4.5,0.2,0.3,1.1,0.7,1.9,0.609,NA,0.482,13.5,0.7,0.3,0.9,0.123,15,0.593,-2.9,-4.2,1.3,-1.0411,0.4565,-4.35
370,Mohamed Diawara,SF,NYK,20,44,6,297,2.5,1.1,0.5,0.2,0.1,0.3,0.7,0.452,0.4,0.5,15.6,0.3,0.1,0.5,0.079,10.8,0.57,-1.3,-1.7,0.5,-0.3861,0.4805,-1.9500000000000002
371,Moritz Wagner,C,ORL,28,12,0,138,9,3.1,0.3,0.5,0,0.7,1.6,0.493,0.469,0.864,28.3,0.2,0.2,0.4,0.146,20.8,0.638,1.2,2.4,-1.2,0.1656,0.518,1.7999999999999998
372,Kobe Brown,PF,2TM,26,35,0,314,3.1,1.7,0.8,0.3,0.1,0.5,0.5,0.409,0.28,0.786,16.4,0.2,0.2,0.4,0.061,11.7,0.538,-2.1,-1.1,-1,-0.6594,0.4685,-3.1500000000000004
373,Kelly Olynyk,C,SAS,34,30,0,284,3.5,1.9,1.2,0.4,0,0.6,1.2,0.481,0.237,0.667,16.3,0.4,0.3,0.7,0.114,12.7,0.569,-1.2,-2.1,0.9,-0.34079999999999994,0.482,-1.7999999999999998
374,Pete Nance,PF,MIL,25,21,0,218,5,1.9,0.6,0.3,0.1,0.4,0.8,0.609,0.526,NA,15.6,0.2,0.5,0.7,0.145,17.5,0.754,1.9,2.4,-0.5,0.41419999999999996,0.5285,2.8499999999999996
375,Devin Carter,PG,SAC,23,19,0,238,5.4,2.1,1.8,0.6,0.2,0.9,1.2,0.398,0.19,0.81,22.3,0.1,-0.2,0,-0.006,12,0.48,-3.4,-3,-0.4,-0.8091999999999999,0.449,-5.1
376,Ousmane Dieng,C,2TM,22,28,0,300,3.6,1.5,1,0.1,0.3,0.3,0.8,0.415,0.353,1,15.1,0.4,0.2,0.6,0.094,10.1,0.528,-1.5,-1.6,0,-0.44999999999999996,0.4775,-2.25
377,Myron Gardner,SF,MIA,24,25,3,231,4,2.7,1,0.5,0.2,0.2,1.7,0.468,0.4,0.722,15.9,0.4,0.5,0.9,0.191,16.8,0.595,2,-0.4,2.4,0.462,0.53,3
378,Julian Phillips,SF,2TM,22,36,2,338,2.8,1.2,0.2,0.5,0.2,0.2,0.9,0.427,0.327,0.818,12.6,0.2,0.2,0.4,0.055,9.4,0.538,-2.9,-2.8,-0.1,-0.9802000000000001,0.4565,-4.35
379,Jeremiah Robinson-Earl,PF,2TM,25,22,3,361,4.6,4.7,0.7,0.4,0,0.5,1.2,0.37,0.244,0.944,14,0.3,0,0.3,0.038,9.5,0.468,-5.1,-3.4,-1.6,-1.8410999999999997,0.4235,-7.6499999999999995
380,Ben Saraf,SG,BRK,19,21,5,366,4.8,1.5,2.8,0.8,0.2,1.9,1.2,0.318,0.255,0.741,18.8,0.2,-0.9,-0.7,-0.088,5.1,0.421,-7.9,-6.5,-1.4,-2.8914,0.3815,-11.850000000000001
381,Terrence Shannon Jr.,SG,MIN,25,22,0,282,4.5,1.3,0.6,0.3,0,0.7,1.3,0.395,0.405,0.778,16.1,0.2,-0.1,0.2,0.028,6.9,0.538,-5.7,-4.8,-0.9,-1.6074,0.4145,-8.55
382,Ty Jerome,SG,MEM,28,5,5,100,19.8,2.4,5.8,1.2,0.2,2,2.2,0.567,0.393,0.833,33.3,0.1,0.6,0.7,0.318,32.4,0.702,10.9,9.9,0.9,1.09,0.6635,16.35
383,John Konchar,SG,2TM,29,32,1,469,3.1,3.1,1.4,1,0.4,0.5,1.1,0.506,0.31,0.615,8.6,0.7,0.4,1.1,0.117,12.5,0.598,2,-1.6,3.6,0.938,0.53,3
384,Zach Collins,C,CHI,28,10,0,184,9.7,5.6,1.5,0.2,0.4,1,1.8,0.578,0.429,0.7,18.9,0.1,0.4,0.5,0.138,18.1,0.666,0.1,1,-0.9,0.0184,0.5015,0.15000000000000002
385,Ethan Thompson,SG,IND,26,21,5,325,4.5,1.7,1.4,0.5,0.3,0.6,1.9,0.371,0.3,0.688,14.1,0.2,-0.1,0.1,0.022,7.5,0.495,-3.8,-3.9,0.1,-1.2349999999999999,0.443,-5.699999999999999
386,Gary Harris,SG,MIL,31,37,2,547,2.5,1.4,1.1,0.6,0.2,0.4,1.2,0.452,0.435,0.889,7.4,0.3,0.4,0.7,0.061,7.5,0.611,-2.7,-3.5,0.8,-1.4769,0.4595,-4.050000000000001
387,Duop Reath,C,POR,29,32,0,258,2.9,1.2,0.3,0.2,0.3,0.2,0.9,0.446,0.418,0.833,13.1,0.2,0.3,0.5,0.095,10.7,0.613,-0.9,-0.7,-0.2,-0.23220000000000002,0.4865,-1.35
388,Marcus Sasser,PG,DET,25,16,0,163,5.6,0.9,2,0.7,0.1,0.7,0.9,0.456,0.409,0.909,21.3,0.3,0.4,0.6,0.189,18.3,0.618,3.8,1.8,2,0.6194,0.5569999999999999,5.699999999999999
389,Larry Nance Jr.,PF,CLE,33,24,2,317,3.6,2.6,1,0.6,0.2,0.5,1.9,0.378,0.319,0.6,13.5,0.4,0,0.4,0.056,8.4,0.466,-3.8,-4.6,0.8,-1.2046,0.443,-5.699999999999999
390,KJ Simpson,PG,CHO,23,14,2,223,6,2.1,2.5,1.1,0,1.7,1,0.348,0.308,0.625,22.7,0.3,-0.5,-0.2,-0.044,7.8,0.437,-5.6,-5.7,0.1,-1.2488,0.41600000000000004,-8.399999999999999
391,Grant Williams,PF,CHO,27,13,0,234,6.4,3.7,1.3,0.5,0.2,0.6,1.4,0.394,0.304,0.85,14.9,0.2,0.3,0.5,0.105,11.8,0.555,0,-0.8,0.8,0,0.5,0
392,Jae'Sean Tate,SF,HOU,30,31,0,254,2.6,1.5,0.5,0.2,0.1,0.3,1.1,0.5,0.318,0.571,13.4,0.3,0.3,0.6,0.106,11,0.554,-3.4,-3,-0.5,-0.8636,0.449,-5.1
393,Joan Beringer,PF,MIN,19,26,0,176,3.1,2,0.3,0.1,0.4,0.3,1,0.673,NA,0.545,16.2,0.2,0.4,0.7,0.181,18.8,0.668,-0.7,-0.7,0,-0.12319999999999999,0.4895,-1.0499999999999998
394,Jalen Green,SG,PHO,23,7,2,107,11.1,2.1,2.3,0.4,0,1.4,0.6,0.409,0.351,0.846,32.2,0.1,0,0.1,0.065,16.6,0.544,1.2,2.4,-1.2,0.1284,0.518,1.7999999999999998
395,Ariel Hukporti,C,NYK,23,38,4,352,2.1,2.9,0.5,0.1,0.6,0.5,1.3,0.558,0.25,0.731,10,0.5,0.3,0.8,0.114,11.7,0.615,-2.3,-3.6,1.3,-0.8095999999999999,0.4655,-3.4499999999999997
396,Garrison Mathews,SG,IND,29,15,1,196,5.2,1.1,0.7,0.4,0.2,0.2,1.3,0.404,0.37,0.826,14.1,0.1,0.3,0.4,0.107,11.4,0.628,-1.1,-1.2,0.1,-0.21560000000000001,0.4835,-1.6500000000000001
397,Amir Coffey,SG,2TM,28,31,2,278,2.5,0.9,0.4,0.1,0.1,0.2,0.6,0.483,0.296,0.824,11.2,0.1,0.3,0.3,0.06,8.7,0.596,-4.9,-3.2,-1.7,-1.3622000000000003,0.4265,-7.3500000000000005
398,Walker Kessler,C,UTA,24,5,5,154,14.4,10.8,3,1.4,1.8,3.2,4.4,0.703,0.75,0.7,16.6,0.1,0.3,0.5,0.148,20.7,0.786,3.3,1.7,1.7,0.5082,0.5495,4.949999999999999
399,Yang Hansen,C,POR,20,32,1,247,2.2,1.7,0.7,0.1,0.3,0.9,1.2,0.293,0.135,0.944,19.5,0.2,-0.8,-0.6,-0.111,2,0.389,-10.1,-9.5,-0.6,-2.4947,0.34850000000000003,-15.149999999999999
400,AJ Johnson,SG,2TM,21,27,0,222,2.6,1.1,0.9,0.3,0,0.7,0.6,0.31,0.259,0.75,20.7,0,-0.7,-0.6,-0.14,3.7,0.379,-11.2,-7.7,-3.5,-2.4863999999999997,0.332,-16.799999999999997
401,Rasheer Fleming,PF,PHO,21,29,0,189,2.4,1.3,0.2,0.2,0.2,0.2,0.7,0.347,0.22,0.727,19.4,0.2,-0.1,0.1,0.015,8.8,0.432,-6.7,-4.9,-1.8,-1.2663,0.3995,-10.05
402,Blake Wesley,SG,POR,22,11,0,173,6.3,1.9,3,1.1,0.1,1.3,1.5,0.45,0.368,0.533,18.8,0.2,0,0.2,0.064,12.6,0.518,-1.8,-2.6,0.8,-0.3114,0.473,-2.7
403,PJ Hall,C,2TM,23,15,2,154,4.6,3.5,0.5,0.1,0.6,0.7,1.1,0.591,0.6,0.7,17.4,0.2,0.3,0.5,0.141,17.7,0.653,-0.5,-0.1,-0.4,-0.077,0.4925,-0.75
404,Keshad Johnson,SF,MIA,24,21,0,159,3.1,1.9,0.1,0.2,0.2,0.4,0.8,0.404,0.304,0.765,18.7,0.2,-0.1,0.1,0.044,10.3,0.512,-5.2,-4.3,-0.9,-0.8268000000000001,0.422,-7.800000000000001
405,Chris Youngblood,SG,OKC,23,32,0,174,2,0.9,0.3,0.1,0.1,0.1,0.6,0.333,0.314,0.9,16.5,0.3,0.1,0.4,0.108,10.1,0.505,-3,-2.5,-0.4,-0.522,0.455,-4.5
406,RayJ Dennis,PG,3TM,24,15,0,177,4.3,1.5,2,0.3,0.3,1,1.1,0.301,0.308,0.889,22,0.1,-0.4,-0.3,-0.072,6.7,0.416,-5,-4,-1,-0.885,0.425,-7.5
407,Pat Connaughton,SG,CHO,33,22,0,155,2.9,1.4,0.6,0.2,0,0.1,0.2,0.489,0.407,0.615,14.6,0.2,0.4,0.5,0.156,15.5,0.621,3,1.9,1.1,0.46499999999999997,0.545,4.5
408,Bronny James,SG,LAL,21,28,1,209,2.3,0.5,1.3,0.4,0.1,0.5,0.6,0.407,0.423,0.8,15.6,0.1,0,0.1,0.033,9.8,0.515,-3.2,-2.4,-0.8,-0.6688000000000001,0.452,-4.800000000000001
409,Isaiah Livers,PF,PHO,27,29,0,294,2.2,1.9,0.7,0.4,0.3,0.4,0.9,0.423,0.343,0.7,9.8,0.4,0.2,0.5,0.089,9.6,0.559,-0.9,-2.5,1.6,-0.2646,0.4865,-1.35
410,Drew Timme,PF,LAL,25,17,0,148,3.7,1.4,0.8,0.3,0,0.4,0.6,0.565,0.412,0.571,16.1,0.1,0.3,0.4,0.116,15.1,0.642,-0.8,0.6,-1.4,-0.1184,0.488,-1.2000000000000002
411,Anthony Gill,PF,WAS,33,27,0,206,2.3,1.6,0.3,0.4,0.2,0.4,0.8,0.558,0.333,0.833,11.8,0.1,0.2,0.3,0.066,11.8,0.642,-4.2,-3.5,-0.8,-0.8652,0.437,-6.300000000000001
412,Chaz Lanier,SG,DET,24,19,0,168,3.3,1,0.7,0.3,0,0.1,0.4,0.382,0.341,1,14.6,0.2,0.3,0.4,0.125,11.3,0.542,-1,-0.5,-0.5,-0.168,0.485,-1.5
413,Maxi Kleber,PF,LAL,34,28,1,321,2.2,2,0.7,0.4,0.2,0.4,1.5,0.42,0.263,0.7,9.4,0.2,0.2,0.4,0.058,7.8,0.519,-3.9,-3.9,0,-1.2519,0.4415,-5.85
414,Sharife Cooper,PG,WAS,24,11,0,147,5.4,2,1.6,0.2,0.1,1.4,1.1,0.558,0.429,0.714,17.3,0,0,0,-0.002,10.4,0.64,-6.1,-3.3,-2.8,-0.8966999999999999,0.4085,-9.149999999999999
415,Dorian Finney-Smith,PF,HOU,32,20,0,316,2.9,2.4,0.8,0.4,0.2,0.6,1.7,0.299,0.245,1,10.6,0.3,-0.1,0.2,0.026,4.5,0.419,-5.7,-5.4,-0.3,-1.8012000000000001,0.4145,-8.55
416,DaRon Holmes,PF,DEN,23,15,6,176,3.9,1.6,1,0,0.3,0.3,1.1,0.442,0.412,0.75,12.8,0.1,0.3,0.3,0.084,10.3,0.623,-2.2,-0.6,-1.6,-0.3872,0.46699999999999997,-3.3000000000000003
417,Christian Koloko,C,3TM,25,20,4,306,2.8,3.3,0.7,0.6,1,0.6,2.1,0.433,0.2,0.5,10.1,0.4,-0.1,0.3,0.042,8.3,0.447,-4.3,-5.7,1.4,-1.3157999999999999,0.4355,-6.449999999999999
418,Jordan McLaughlin,PG,SAS,29,25,0,155,2.2,0.7,0.8,0.5,0,0.4,0.4,0.426,0.417,0.8,15.8,0.3,0,0.3,0.097,12.4,0.549,0.2,-2.5,2.7,0.031,0.503,0.30000000000000004
419,Lindy Waters III,SG,SAS,28,28,0,191,1.9,0.8,0.4,0.1,0,0.1,0.6,0.352,0.319,1,12.9,0.2,0,0.2,0.044,6,0.496,-3.6,-3.6,0,-0.6876,0.446,-5.4
420,JD Davison,PG,HOU,23,24,0,178,2.2,0.9,1.1,0.2,0.2,0.3,0.7,0.392,0.296,0.556,14.6,0.2,0.1,0.3,0.078,9.6,0.482,-2,-2.9,0.8,-0.356,0.47,-3
421,Jamal Cain,SF,ORL,26,19,0,132,2.7,0.7,0.3,0.2,0.1,0.4,1.2,0.395,0.316,0.833,16.9,0.1,0,0.1,0.052,8.2,0.555,-6.6,-5.1,-1.5,-0.8712,0.401,-9.899999999999999
422,Bradley Beal,SG,LAC,32,6,6,121,8.2,0.8,1.7,0.5,0,1.5,2.3,0.375,0.368,0.75,22.2,0,-0.2,-0.2,-0.073,5.1,0.476,-10.6,-6.6,-3.9,-1.2826,0.34099999999999997,-15.899999999999999
423,A.J. Lawson,SG,TOR,25,13,0,109,3.8,1.8,0.2,0.3,0.2,0.3,1.2,0.39,0.364,1,19.1,0.2,0.1,0.2,0.093,12.1,0.545,-2.7,-2.3,-0.4,-0.2943,0.4595,-4.050000000000001
424,Taurean Prince,SF,MIL,31,8,0,169,6.1,1.6,1,0.8,0.3,0.6,2.5,0.447,0.429,1,11.6,0.1,0.1,0.2,0.05,7.8,0.623,-3.7,-3.3,-0.3,-0.6253000000000001,0.4445,-5.550000000000001
